issue,title,primary finding,validator comment,status,root cause (URL),size
validation-83,`SlashingHandler.handleSlashing` fails with fee-on-transfer token,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,41
validation-347,Operators can finalize their vault staking to DSS even after unregistering from them due to missing registered check for operator on DSS,validation-277,Dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,42
validation-324,The operator can still access `Core::finalizeUpdateVaultStakeInDSS()` even after unregistering from the DSS.,validation-277,Dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,42
validation-287,Slashing or deposits will not work with fee-on-transfer tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,42
validation-122,User with `MANAGER_ROLE` is able to call `NativeNode::changeNodeImplementation`,,Manager is trusted,Unsatisfactory,,42
validation-353, no  checks to find whether any  vault is pending for finailsed staking in a DAA while unregistering the DSS,validation-277,Dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,43
validation-325,`finalizeSlashing` will face a Denial of Service due to a revert situation arising in `SlashingHandler::handleSlashing`,,Seemingly OOS. QA at best,Unsatisfactory,,43
validation-304,a malicious user can submit a invalid snapshot,validation-119,Inadequate measure to stem front-running DOS,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L218-L220,43
validation-268,The manager of a `NativeVault` can prevent a user to withdraw their funds during a certain time.,validation-267,Trusted maneger can be bricked via extraData,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L59-L63,43
validation-230,Validators can prevent the slash store from receiving slashed funds,,Incorrect assumption on the slashing logic (Same root cause),Unsatisfactory,,43
validation-212,NativeVault's `MANAGER_ROLE` is untrusted and allows malicious operators to steal all funds from the native nodes,validation-267,Trusted maneger can be bricked via extraData (Same root cause),Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L59-L63,43
validation-210,"Check for `minSharesOut` is done after assets are already deposited, breaks functionality.",,It's atomic,Unsatisfactory,,43
validation-45,`validateAndUpdateVaultStakeInDSS` calls `finishUpdateStakeHook` with the wrong address,,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,43
validation-13,h-02 owner can execute this function to withdraw any amount of funds arabgodx,,Intended design. Owner is trusted,Unsatisfactory,,43
findings-43,Failure to create a vault due to an existing account at expected address,,Low QA on Create2,Unsatisfactory,,43
validation-17,h-04 Withdrawal Function Allow Arbitrary Fund Transfers,,Intended design. Owner is trusted,Unsatisfactory,,44
validation-236,Undefined _beforeWithdraw method causes contract rollback,,_beforeWithdraw() is in the parental solady 4626 (meant to be overridden),Unsatisfactory,,45
validation-227,User's potential rewards can be reduced by a malicious attacker,,Incorrect assumption on the slashing logic,Unsatisfactory,,45
validation-14,h-03 Vulnerable Admin/Owner Methods Without Emitting Events or Implementing Timelocks arabgodx,,Low QA on missing event and timelock,Unsatisfactory,,45
findings-42,Breaks invariant: Only DSSs an operator is registered with can slash said operator,,Opposing to #41,Unsatisfactory,,45
validation-354,finishUpdateStakeHook() is expecting the operators address as a parameter but instead a msg.sender is passed,,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,46
validation-219,Error in Slashing calculation causes users to lose double the intended amount,,Incorrect assumption on the slashing logic,Unsatisfactory,,46
validation-139,Some tokens can never get withdrawn due to the current implementation of `NativeNode#withdraw()`,,Intended only for Beacon sending ETH here via self-destruct,Unsatisfactory,,46
validation-19,Operators can stake a vault more than once to a single DSS,validation-277,Partial credit should be given as it does not address the impact of dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,46
findings-41,Operator can avoid slashing by pre-scheduling unstake request,validation-349,Slash dodging through timing manipulation (same root cause),Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/main/src/entities/SlasherLib.sol#L129,46
validation-343, Calling `validateSnapshotProofs(...)` Will Always Revert if Any Validator is Inactive,,Insufficient proof. _updateSnapshot() is atomically handled always,Unsatisfactory,,47
validation-309,"Actual restaked amount by an Operator can become stale, which could lead to unfairness",,Seemingly OOS on DSS reward distribution. QA at best,Unsatisfactory,,47
validation-300,`_getParentBlockRoot` not compliant with EIP-4788 integration guidelines,,"abi.decode(result, (bytes32)) will have everything taken care of",Unsatisfactory,,47
validation-190,Calling validateSnapshotProofs with different length of balanceProofs will not update node info any more.,,Insufficient proof how it can go negative. Intended to revert regardless,Unsatisfactory,,47
validation-189,unsafe casting in `NativeVault::_updateSnapshot()`,,Low QA as it will just revert,Unsatisfactory,,47
validation-159,Lack of __gap Variable,,Analyzer: [L-15] Upgradeable contract is missing a __gap[50] storage variable to allow for new storage variables in later versions,Unsatisfactory,,47
validation-35,Missing access control in `Core::finalizeUpdateVaultStakeInDSS` allows unauthorized stake updates,validation-277,Dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,47
validation-305,isContract could DOS registerDss() for specific DSS,,Low QA and informational. Does not apply here,Unsatisfactory,,48
validation-123,Passing Incorrect `operator` Parameter when calling `dss.finishUpdateStakeHook`,,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,48
validation-291,Misleading Hook Call Logic Due to Incorrect Negation of toStake Parameter,,Intended design on the negation,Unsatisfactory,,49
validation-243,Implementation of Deadline for Deposit and Mint Functions to Prevent Slippage Exploits,,"function deposit(uint256 assets, address to, uint256 minSharesOut) may be used. Increase gas if need be",Unsatisfactory,,49
validation-231,Possible DOS (out-of-gas) on loops.,,validatorFieldsProofs is caller controlled,Unsatisfactory,,49
validation-88,`NativeNode` cannot accept ETH which breaks whole functionality,,Yield from Beacon is sent via self destruct,Unsatisfactory,,49
findings-26,"Vault staking request to a DSS cannot be canceled, putting user funds at risk in the case of a malicios DSS",,Intended design. Operator to stake with caution,Unsatisfactory,,49
validation-352,DSS is still registered to the operator even though the interfaces are not implemented in the DSS or the low level call failed.,,Either call failed or interface isn't implemented. Event is emitted after all,Unsatisfactory,,50
validation-333,Incorrect Bit Shift Direction in Balance Extraction,,Indequate proof of impact alleging the flaw on an intended design,Unsatisfactory,,50
validation-308,Depositors can be tricked into supplying more assets to a vault than intended,,_decimalsOffset() and _useVirtualShares() in solady 4626 will make the inflation attack infeasible,Unsatisfactory,,50
findings-35,A risk of losing funds exists when depositing just before slashing.,findings-15,Fresh deposits succumbing to pending slashes,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/SlashingHandler.sol#L52,50
validation-276,Improper Time Check in `cancelSlashing` Allows Post-Veto Window Cancellations,, SLASHING VETO COMMITTEE is trusted,Unsatisfactory,,51
validation-200,Improper return value of create2 return value,,"Low QA on Create2. revert(0x1c, 0x04) is there",Unsatisfactory,,51
validation-49,`Operator::validateAndUpdateVaultStakeInDSS()` forwards arbitrary `msg.sender` address to `finishUpdateStakeHook()` instead of actual operator,,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,51
findings-28,A Malicious DSS can easily bypass the slashing limits and slash all the Assets in a Vault ,validation-349,Partial credit as it addresses a lesser impact of slash dodging through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/main/src/entities/SlasherLib.sol#L129,51
findings-15,Delayed Slashing Window and Lack of Transparency for Pending Slashes Could Lead to Loss of Funds,findings-15,Fresh deposits succumbing to pending slashes,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/SlashingHandler.sol#L52,51
validation-346,Loss of funds due to unchecked slippage in balance updates,,Impractical implementing slippage here,Unsatisfactory,,52
validation-234,Any user can process the slashed ETH by calling the _startSnapshot method and transfer it to the slashed storage,,Intended design as already commented in function NatSpec,Unsatisfactory,,52
validation-225,`HookLib` gas validation is incorrect,,Deliberately inflated for gasleft(),Unsatisfactory,,52
validation-328,ignoring the fail condition of request slashing and finalize slashing methods might prevent time sensitive requests to fail being dealt with,,Intended design. Changing it would break,Unsatisfactory,,53
validation-327,can not slash token that revert on transfer to zero address,,M-4 from Renascence Labs (Core),Unsatisfactory,,53
validation-292,If slashingHandler for ETH is changed in the Core.sol it will be impossible to slash any of the already deployed NativeVaults.,validation-267,Partial credit should be given as it does not address the missing crucial validation on manipulable extraData,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L308,53
validation-241,Missing increment for `node.activeValidatorCount` in `NativeVault::validateWithdrawalCredentials()`,,"It's updated through NativeVaultLib, self.validateWithdrawalCredentials",Unsatisfactory,,53
validation-77,ERC4626 does not work with fee-on-transfer tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,53
validation-12,h-01 arbitrary changes for vault implementation vulnerability arabgodx,,Low QA on missing event and timelock,Unsatisfactory,,53
findings-5,"Operator can set custom manager, slashStore and nodeImplementation when deploying NativeVault",validation-267,Trusted maneger can be bricked via extraData (Same root cause),Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L59-L63,53
validation-342,Users may lose assets through withdrawals if the withdrawable Assets are less than the assets the user wishes to withdraw,,Intended design,Unsatisfactory,,54
validation-290,Inconsistent Asset Redemption Amounts Due to Variable totalAssets in Start and Finish Redeem Functions,,This will interfere with the slashing mechanism. The protocol team should be aware of this limitation,Unsatisfactory,,54
validation-155,Slashing may sometimes fail for stETH vaults due to its 1-2 wei corner problem,validation-155,Ongoing issue with stETH transfer,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/SlashingHandler.sol#L56,54
validation-39,Vaults that use tokens that revert on transfers to the zero address cannot be slashed,,M-4 from Renascence Labs (Core),Unsatisfactory,,54
findings-49,Changing the slashingHandler for NativeVaults will DoS slashing,validation-267,Partial credit should be given as it does not address the missing crucial validation on manipulable extraData,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L308,54
validation-348,Request update stake can be repeated for a vault to a DSS even when the vault is staked already,validation-277,Partial credit should be given as it does not address the impact of dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,55
validation-306,"`Operator::validateAndUpdateVaultStakeInDSS` passes incorrect data to `finishUpdateStakeHook` hook function on the DSS, leading to incorrect accounting or errors on DSS",,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,55
validation-133,`ignoreFailure` being set to true in some instances would lead to broken logics across protocol,,Intended design. Changing it would break,Unsatisfactory,,55
findings-11,Share and asset calculations are not compatible with fee-on-transfer tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,55
validation-232,Anyone can initialize without any restrictions,,Analyzer: [L-7] Initializers could be front-run,Unsatisfactory,,56
validation-179,manipulated call,,OOS on OperatorContract.sol,Unsatisfactory,,56
validation-56,Anyone can finish redeem and unstake user funds without they want it,,Save user's gas on finishRedeem() then,Unsatisfactory,,56
validation-350,The `cancelSlashing` function should reset all the variables modified by the `requestSlashing` function,,delete self.slashingRequests[slashRoot] is in cancelSlashing(),Unsatisfactory,,57
validation-322,Enabled by default rebasing rewards from USDB/WETH will be lost upon deployment to blast,validation-322,Yield loss on Blast,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Vault.sol#L118,57
validation-302,The `activeValidatorCount` variable should be also updated when the validator is force to exit the Beacon Chain,,Simply call validateSnapshotProof() to decrement it then ,Unsatisfactory,,57
validation-238,The `NativeNode` contract is unable to receive any Ether,,Yield from Beacon is sent via self destruct,Unsatisfactory,,57
findings-8,Blocking of Default Vault Implementation in changeImplementationForVault Function,,Intended design. Admin should be aware of that,Unsatisfactory,,57
validation-103,Two step withdrawal can lead to funds lost,,This will interfere with the slashing mechanism. The protocol team should be aware of this limitation,Unsatisfactory,,58
validation-44,finalizedSlashing() should also include whenFunctionNotPaused(Constants.PAUSE_CORE_CANCEL_SLASHING) ,,Intended design. Changing it would break,Unsatisfactory,,58
validation-344,ERC4626 Vault does not work with fee-on-transfer tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,59
validation-207,`Vault.sol` does not support fee on transfer tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,59
validation-173,The slashed assets cannot be the actually slashed amount,,Intended design,Unsatisfactory,,59
findings-40,Malicious attacker can disguise as operator via finishUpdateStakeHook,,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,59
validation-296,validateAndUpdateVaultStakeInDSS() passes msg.sender to the callback's data instead of the operator,,[H-03] from Code4rena Pro League (Core),Unsatisfactory,,60
validation-274,finalizeUpdateVaultStakeInDSS() can be called after an operator has unregistered from the DSS,validation-277,Dodging registration with DSS through timing manipulation,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/Core.sol#L146-L153,60
validation-167,nodeOwners that deposited assets after slashing will account for the slashed assets,,Intended design,Unsatisfactory,,60
validation-59,"If one slashing fails, all the slashes will fail",,Seemingly OOS. QA at best,Unsatisfactory,,60
findings-20,DSS cannot force jailed operator to unallocate from such DSS,,Seemingly OOS,Unsatisfactory,,60
validation-260,Slashing will be DoS'ed for vaults with underlying tokens reverting on transfer to the zero address.,,M-4 from Renascence Labs (Core),Unsatisfactory,,61
validation-239,SupportsInterface call doesn't comply with the ERC165 standard.,,Low QA. Either call failed or interface isn't implemented. Event is emitted after all,Unsatisfactory,,61
validation-102,Slashing possible even though the Vaults are paused,,Commonly known issue. Intended design,Unsatisfactory,,61
validation-18,Wrong gas estimation calculation in `HookLib`,,Deliberately inflated for gasleft(),Unsatisfactory,,61
validation-223,Manager of Core can be the 0 address.,,Low QA on address(0) check,Unsatisfactory,,62
validation-164,core contract not implement changeNodeImplementation ,,Low QA on an intended design. Both contracts are independent of each other,Unsatisfactory,,62
validation-138,[H-1] Lack of checks allows a `DSS` contract to register as `Operator` to itself,,DSS should be trusted,Unsatisfactory,,62
validation-118,Operator can evade slashing by using unregistered slashHandler address ,validation-267,Missing crucial validation on manipulable extraData,Satisfactory,https://github.com/code-423n4/2024-07-karak/blob/f5e52fdcb4c20c4318d532a9f08f7876e9afb321/src/NativeVault.sol#L308,62
validation-91,`revertIfNoBalanceChange` will revert even the balance has been changed when NativeVault being slashed,,Circumvented by &&. nodeBalanceWei will at worst be 0 if node.withdrawableCreditedNodeETH = node.nodeAddress.balance is executed in _transferToSlashStore(),Unsatisfactory,,62
validation-87,Reentrancy Vulnerability in Vault Withdrawal Function,,Infeasible as user will deplete his own shares instead,Unsatisfactory,,62
validation-66,Incorrect State Update Order in `startWithdrawl` Function,,It's atomic. Gas saving for earlier revert only.,Unsatisfactory,,62
validation-22,Time Delay in Slashing Mechanism Leads to Potential Inconsistencies in Slashed Amounts,,Incorrect perception on the slashing logic,Unsatisfactory,,62
validation-252,Wrong way of burning makes slashAssets revert in Vault.sol for most ERC20 assets,,M-4 from Renascence Labs (Core),Unsatisfactory,,63
validation-218,Anyone can allowlist an asset via `CoreLib`,,Won't be related if calling the lib elsewhere,Unsatisfactory,,63
validation-79,The slashing functionality will not operate for most ERC20 tokens in default vaults.,,M-4 from Renascence Labs (Core),Unsatisfactory,,63
validation-57,Operator can bypass slashing by submitting many update vault requests,,Seemingly OOS. QA at best,Unsatisfactory,,63
findings-12,The SlashingHandler will always fail to handleSlashing for fee-on-transfer and balance-changes-outside-of-transfers tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,63
validation-254,Lack of Slippage Protection in `mint()` functions of the `Vault` contract,,"function deposit(uint256 assets, address to, uint256 minSharesOut) may be used",Unsatisfactory,,64
validation-222,Incorrect Comment Regarding _depositToken Parameter Leading to Potential Misuse,,Low QA on code comment mismatch,Unsatisfactory,,64
validation-220,"Insufficient timestamp validation in `validateWithdrawalCredentials` will lead to erroneous user balances, allowing validators to steal rewards",,Seemingly OOS,Unsatisfactory,,64
validation-98,Vault.sol :: deposit() ERC4626 does not work with fee-on-transfer tokens resulting in the minting of more shares than intended.,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,64
validation-255,It may be returned due to inaccurate gas calculation.,,"That's ment for merkle proof, NOT mint",Unsatisfactory,,65
validation-203,no gas limits check,,Low QA on admin mistake,Unsatisfactory,,65
validation-86,Misinterpretation of Validator Balances Due to Bitwise Operation Error in `validateBalance`,,Indequate proof of impact alleging the flaw on an intended design,Unsatisfactory,,65
findings-50,SlashingHandler::handleSlashing will never work if the token is a fee-on-transfer or rebase token,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,65
findings-3,A vault's first deposit can be frontrunned to grief deposits below a treshold,,_decimalsOffset() and _useVirtualShares() in solady 4626 will make the inflation attack infeasible,Unsatisfactory,,65
validation-310,Gas optimisation ,,No reward pool for Gas Optimization,Unsatisfactory,,66
validation-38,Wrong parameter used in `requestUpdateVaultStakeInDSS',,Intended design on the negation,Unsatisfactory,,66
validation-149,Slashing will not be possible for tokens that revert on transfer to zero address.,,M-4 from Renascence Labs (Core),Unsatisfactory,,67
validation-120,Type mismatch in the `validateQueuedWithdrawal` function of `VaultLib.sol` contract,,Low QA. Upcast is fine,Unsatisfactory,,67
validation-107,Incorrect Merkle Root Computation in `merkleizeSha256` Function due to Array Overwriting,,Insufficient proof alleging the flaw,Unsatisfactory,,67
validation-142,Slashing can be DoSed for fee on transfer Tokens,,Analyzer: [M-1] Contracts are vulnerable to fee-on-transfer accounting-related issues,Unsatisfactory,,68
